invoice_number,transaction_id,invoice_date,client_name,client_ruc,subtotal,iva_amount,total_invoice,payment_method,card_type,status,erp_module
FAC-000176,TXN-202407-0176,2024-07-22,Consultoría Baños S.Com.,8791650811364,41.25,6.19,47.44,PayPhone,MASTERCARD,PAGADA,E-commerce
FAC-000177,TXN-202407-0177,2024-07-29,Salud Tejera Maestre S.L.N.E,1234848437700,373.73,56.06,429.79,PayPhone,AMEX,PAGADA,POS
FAC-000178,TXN-202407-0178,2024-07-07,Inversiones Bautista S.L.,9862795951429,149.55,22.43,171.98,Medianet,VISA,PAGADA,E-commerce
FAC-000179,TXN-202407-0179,2024-07-05,Talleres Integrales S.Com.,5544966954217,318.23,47.73,365.96,Datafast,MASTERCARD,PAGADA,Ventas
FAC-000180,TXN-202407-0180,2024-07-02,Felicidad Royo Adán S.Com.,9956275280016,55.78,8.37,64.15,Datafast,MASTERCARD,PAGADA,Ventas
FAC-000181,TXN-202407-0181,2024-07-14,Despacho Inteligentes S.L.N.E,1873447945923,1145.04,171.76,1316.8,Datafast,VISA,PAGADA,Ventas
FAC-000182,TXN-202407-0182,2024-07-17,Infraestructuras Integrales S.A.,5016383264897,203.18,30.48,233.66,Datafast,MASTERCARD,PAGADA,E-commerce
FAC-000183,TXN-202407-0183,2024-07-26,Dulce Gimenez Morell S.L.N.E,2100170781294,245.55,36.83,282.38,PayPhone,VISA,PAGADA,Ventas
FAC-000184,TXN-202407-0184,2024-07-05,Fábrica Navas y asociados S.L.U.,9157613049484,67.15,10.07,77.22,Medianet,VISA,PAGADA,E-commerce
FAC-000185,TXN-202407-0185,2024-07-26,Alimentación del Levante S.Coop.,2142355283372,2537.54,380.63,2918.17,PayPhone,MASTERCARD,PAGADA,Ventas
FAC-000186,TXN-202407-0186,2024-07-15,Infraestructuras Globales S.A.,9687567981302,39.34,5.9,45.24,Datafast,MASTERCARD,PAGADA,POS
FAC-000187,TXN-202407-0187,2024-07-31,Suministros Internacionales S.L.,6356477115882,369.93,55.49,425.42,Medianet,MASTERCARD,PAGADA,POS
FAC-000188,TXN-202407-0188,2024-07-18,Abraham Ramos Campos S.A.,1887089410791,62.02,9.3,71.32,Datafast,VISA,PAGADA,Ventas
FAC-000189,TXN-202407-0189,2024-07-30,Crespi & Asociados S.L.N.E,2461146446119,58.08,8.71,66.79,PayPhone,VISA,PAGADA,Ventas
FAC-000190,TXN-202407-0190,2024-07-10,Farmaceútica UQS S.A.,7430975424738,66.06,9.91,75.97,Datafast,VISA,PAGADA,E-commerce
FAC-000191,TXN-202407-0191,2024-07-12,Banco EB S.L.L.,7952377487700,29.7,4.45,34.15,Datafast,VISA,PAGADA,E-commerce
FAC-000192,TXN-202407-0192,2024-07-24,Codina y Doménech S.L.,7088125325121,42.65,6.4,49.05,PayPhone,MASTERCARD,PAGADA,POS
FAC-000193,TXN-202407-0193,2024-07-31,Grupo Cañellas S.Com.,9380822679909,294.41,44.16,338.57,PayPhone,MASTERCARD,PAGADA,Ventas
FAC-000194,TXN-202407-0194,2024-07-28,Manufacturas Duarte & Asociados S.L.,6266028653839,66.34,9.95,76.29,Datafast,VISA,PAGADA,POS
FAC-000195,TXN-202407-0195,2024-07-12,Gual y Lozano S.A.T.,9257164682100,68.12,10.22,78.34,Datafast,MASTERCARD,PAGADA,Ventas
FAC-000196,TXN-202407-0196,2024-07-15,Servicios Velasco y asociados S.Coop.,3470907037808,59.65,8.95,68.6,Datafast,VISA,PAGADA,POS
FAC-000197,TXN-202407-0197,2024-07-26,Banca Privada Serna y asociados S.L.N.E,9086693207098,77.37,11.6,88.97,Medianet,MASTERCARD,PAGADA,Ventas
FAC-000198,TXN-202407-0198,2024-07-25,Infraestructuras del Noroeste S.Coop.,4048492674876,94.63,14.19,108.82,Datafast,VISA,PAGADA,E-commerce
FAC-000199,TXN-202407-0199,2024-07-05,Banco del Noroeste S.Com.,9729650744565,189.57,28.43,218.0,Datafast,VISA,PAGADA,Ventas
FAC-000200,TXN-202407-0200,2024-07-09,Banco Isern S.L.L.,6626765419828,12.83,1.92,14.75,Datafast,AMEX,PAGADA,E-commerce
FAC-000201,TXN-202407-0201,2024-07-26,Sosa y Sala S.L.,2379477950034,27.71,4.16,31.87,Datafast,AMEX,PAGADA,POS
FAC-000202,TXN-202407-0202,2024-07-14,Arranz y Estevez S.A.,5222026269303,12.62,1.89,14.51,Medianet,VISA,PAGADA,POS
FAC-000203,TXN-202407-0203,2024-07-19,Rovira y asociados S.L.N.E,2664525733090,27.96,4.19,32.15,Datafast,VISA,PAGADA,POS
FAC-000204,TXN-202407-0204,2024-07-30,Finanzas ST S.L.,6940635168522,335.17,50.27,385.44,Datafast,VISA,PAGADA,E-commerce
FAC-000205,TXN-202407-0205,2024-07-16,Fábrica ADH S.A.,4476751258379,567.01,85.05,652.06,Medianet,VISA,PAGADA,E-commerce
FAC-000206,TXN-202407-0206,2024-07-29,Hnos Echevarría S.L.N.E,8500536693327,231.57,34.73,266.3,Datafast,VISA,PAGADA,E-commerce
FAC-000207,TXN-202407-0207,2024-07-19,Concepción Amat Cañas S.Com.,6533422856283,45.06,6.76,51.82,Datafast,VISA,PAGADA,Ventas
FAC-000208,TXN-202407-0208,2024-07-17,Grupo Borja S.C.P,6923722593103,177.27,26.59,203.86,Medianet,VISA,PAGADA,Ventas
FAC-000209,TXN-202407-0209,2024-07-29,Ileana Paniagua Cortes S.Coop.,3970089423403,47.04,7.06,54.1,Datafast,MASTERCARD,PAGADA,Ventas
FAC-000210,TXN-202407-0210,2024-07-11,Arellano y Pintor S.Com.,6704333318838,19.25,2.89,22.14,Medianet,VISA,PAGADA,Ventas
FAC-000211,TXN-202407-0211,2024-07-09,Talleres Globales S.Com.,4556125780473,24.73,3.71,28.44,Datafast,MASTERCARD,PAGADA,Ventas
FAC-000212,TXN-202407-0212,2024-07-03,Quintanilla & Asociados S.L.N.E,6619851769680,10.3,1.54,11.84,PayPhone,MASTERCARD,PAGADA,Ventas
FAC-000213,TXN-202407-0213,2024-07-02,Hermanos Goicoechea S.Coop.,9364554421578,12.83,1.93,14.76,Datafast,MASTERCARD,PAGADA,E-commerce
FAC-000214,TXN-202407-0214,2024-07-28,Hermanos Galindo S.A.,3879264053273,219.6,32.94,252.54,PayPhone,MASTERCARD,PAGADA,E-commerce
FAC-000215,TXN-202407-0215,2024-07-10,Distribuciones CTS S.L.,9296885934288,546.63,81.99,628.62,PayPhone,VISA,PAGADA,POS
FAC-000216,TXN-202407-0216,2024-07-16,Hnos Baños S.A.T.,3790397997833,14.43,2.17,16.6,Datafast,VISA,PAGADA,Ventas
FAC-000217,TXN-202407-0217,2024-07-09,Soluciones Anaya & Asociados S.Coop.,2050321985965,111.52,16.73,128.25,PayPhone,VISA,PAGADA,Ventas
FAC-000218,TXN-202407-0218,2024-07-20,Inmobiliaria IA S.C.P,5610250666860,349.84,52.48,402.32,Datafast,VISA,PAGADA,E-commerce
FAC-000219,TXN-202407-0219,2024-07-23,Salvador y asociados S.L.,6173476714998,309.82,46.47,356.29,Medianet,MASTERCARD,PAGADA,Ventas
FAC-000220,TXN-202407-0220,2024-07-12,Finanzas Españolas S.Coop.,6432895910385,406.13,60.92,467.05,Datafast,VISA,PAGADA,E-commerce
FAC-000221,TXN-202407-0221,2024-07-24,Finanzas del Norte S.Com.,3342762215596,94.98,14.25,109.23,Datafast,VISA,PAGADA,E-commerce
FAC-000222,TXN-202407-0222,2024-07-15,Teodosio Barrena Miró S.A.,4074396399495,28.88,4.33,33.21,PayPhone,VISA,PAGADA,Ventas
FAC-000223,TXN-202407-0223,2024-07-20,Nazaret Hernández Sainz S.Com.,8640389554656,65.75,9.86,75.61,Datafast,VISA,PAGADA,E-commerce
FAC-000224,TXN-202407-0224,2024-07-03,Banco Larrañaga y asociados S.Com.,9453170873002,87.74,13.16,100.9,PayPhone,VISA,PAGADA,Ventas
FAC-000225,TXN-202407-0225,2024-07-07,Hnos Ortiz S.L.L.,2102736632567,220.83,33.13,253.96,Datafast,VISA,PAGADA,POS
FAC-000226,TXN-202407-0226,2024-07-16,Dávila y Zabala S.L.N.E,3622348749391,48.6,7.29,55.89,Datafast,VISA,PAGADA,Ventas
FAC-000227,TXN-202407-0227,2024-07-01,Promociones Iniesta & Asociados S.A.,6460191090488,43.43,6.52,49.95,Medianet,VISA,PAGADA,Ventas
FAC-000228,TXN-202407-0228,2024-07-11,Adán Frutos Amores S.Coop.,6560732644789,21.01,3.15,24.16,Datafast,VISA,PAGADA,E-commerce
FAC-000229,TXN-202407-0229,2024-07-23,Jimena Calvet Pelayo S.A.,9037859541760,29.15,4.37,33.52,Datafast,MASTERCARD,PAGADA,E-commerce
FAC-000230,TXN-202407-0230,2024-07-28,Servicios Angulo S.C.P,8809371645810,95.89,14.38,110.27,Medianet,AMEX,PAGADA,Ventas
FAC-000231,TXN-202407-0231,2024-07-19,Baquero y asociados S.Coop.,4657346694473,2308.94,346.34,2655.28,Datafast,VISA,PAGADA,POS
FAC-000232,TXN-202407-0232,2024-07-01,Desarrollo Pérez S.L.,9838780528905,11.86,1.78,13.64,Medianet,MASTERCARD,PAGADA,POS
FAC-000233,TXN-202407-0233,2024-07-12,Samuel Gámez Exposito S.Coop.,5965183784771,49.32,7.4,56.72,Datafast,DINERS,PAGADA,POS
FAC-000234,TXN-202407-0234,2024-07-03,Hermanos Madrid S.L.N.E,8588837434509,30.46,4.57,35.03,Datafast,VISA,PAGADA,Ventas
FAC-000235,TXN-202407-0235,2024-07-03,Instalaciones Criado S.L.U.,6185938062502,55.16,8.27,63.43,PayPhone,MASTERCARD,PAGADA,Ventas
FAC-000236,TXN-202407-0236,2024-07-12,Carro y Montaña S.L.N.E,4008996469243,54.97,8.25,63.22,Medianet,MASTERCARD,PAGADA,Ventas
FAC-000237,TXN-202407-0237,2024-07-09,Hnos Huerta S.A.,4835486952121,11.05,1.66,12.71,PayPhone,MASTERCARD,PAGADA,Ventas
FAC-000238,TXN-202407-0238,2024-07-31,Manufacturas del Norte S.A.,9756038710880,97.09,14.56,111.65,Datafast,VISA,PAGADA,Ventas
FAC-000239,TXN-202407-0239,2024-07-30,Grupo Ramis S.Com.,3654694660490,233.51,35.03,268.54,Datafast,MASTERCARD,PAGADA,POS
FAC-000240,TXN-202407-0240,2024-07-11,Compañía DI S.Coop.,3776474769116,67.67,10.15,77.82,Medianet,DINERS,PAGADA,E-commerce
FAC-000241,TXN-202407-0241,2024-07-19,Distribuciones Pino & Asociados S.L.,2022150396558,360.4,54.06,414.46,Datafast,VISA,PAGADA,Ventas
FAC-000242,TXN-202407-0242,2024-07-12,Industrias Española S.L.,6281900415893,6.8,1.02,7.82,Datafast,VISA,PAGADA,POS
FAC-000243,TXN-202407-0243,2024-07-17,Caballero y asociados S.Coop.,3735286601385,294.17,44.13,338.3,Datafast,AMEX,PAGADA,POS
FAC-000244,TXN-202407-0244,2024-07-15,Suministros Ordóñez S.L.U.,5000295738010,396.76,59.51,456.27,Datafast,MASTERCARD,PAGADA,POS
FAC-000245,TXN-202407-0245,2024-07-02,Hermanos Villanueva S.L.N.E,1824571815806,14.18,2.13,16.31,Medianet,VISA,PAGADA,E-commerce
FAC-000246,TXN-202407-0246,2024-07-17,Felisa Dalmau Medina S.A.,9319499913650,50.93,7.64,58.57,Datafast,AMEX,PAGADA,Ventas
FAC-000247,TXN-202407-0247,2024-07-17,Grupo Echeverría S.A.,5551919396871,33.01,4.95,37.96,Datafast,VISA,PAGADA,E-commerce
FAC-000248,TXN-202407-0248,2024-07-11,Farmaceútica Globales S.Com.,7467170804929,31.01,4.65,35.66,Datafast,VISA,PAGADA,POS
FAC-000249,TXN-202407-0249,2024-07-04,Inversiones Ibéricos S.A.,3628507196129,93.63,14.05,107.68,Medianet,MASTERCARD,PAGADA,E-commerce
FAC-000250,TXN-202407-0250,2024-07-30,Banca Privada DNRB S.L.,3832134952209,309.36,46.4,355.76,Medianet,VISA,PAGADA,Ventas
FAC-000251,TXN-202407-0251,2024-07-12,Salmerón y asociados S.Coop.,4300371775885,121.22,18.18,139.4,PayPhone,VISA,PAGADA,Ventas
FAC-000252,TXN-202407-0252,2024-07-31,Banca Privada del Levante S.L.N.E,5927480661126,43.16,6.47,49.63,PayPhone,MASTERCARD,PAGADA,Ventas
FAC-000253,TXN-202407-0253,2024-07-22,Banco Gonzalez S.L.,2603069516571,366.56,54.98,421.54,Datafast,VISA,PAGADA,E-commerce
FAC-000254,TXN-202407-0254,2024-07-21,Supermercados BT S.A.,3111860181123,261.82,39.27,301.09,PayPhone,MASTERCARD,PAGADA,E-commerce
FAC-000255,TXN-202407-0255,2024-07-07,Familia Romeu S.A.,9699330255987,16.1,2.42,18.52,Datafast,VISA,PAGADA,Ventas
FAC-000256,TXN-202407-0256,2024-07-03,Hnos Cerdán S.L.,8420623145968,13.32,2.0,15.32,PayPhone,VISA,PAGADA,E-commerce
FAC-000257,TXN-202407-0257,2024-07-29,Distribuciones Ribes & Asociados S.L.L.,9489109619680,374.57,56.18,430.75,PayPhone,VISA,PAGADA,Ventas
FAC-000258,TXN-202407-0258,2024-07-13,Solera y asociados S.L.,4650521120360,117.43,17.61,135.04,Datafast,VISA,PAGADA,POS
FAC-000259,TXN-202407-0259,2024-07-06,Banca Privada del Noroeste S.L.,7616418044608,365.04,54.76,419.8,Datafast,AMEX,PAGADA,Ventas
FAC-000260,TXN-202407-0260,2024-07-15,Inmobiliaria VWE S.Coop.,9919714083469,156.31,23.45,179.76,Datafast,VISA,PAGADA,E-commerce
FAC-000261,TXN-202407-0261,2024-07-10,Tecnologías HJ S.A.,5144950609580,39.17,5.88,45.05,Datafast,MASTERCARD,PAGADA,Ventas
FAC-000262,TXN-202407-0262,2024-07-15,Distribuciones Ribera S.A.,6227456698398,277.9,41.68,319.58,PayPhone,VISA,PAGADA,Ventas
FAC-000263,TXN-202407-0263,2024-07-06,Armas y Ferrera S.A.,5490742941429,31.65,4.75,36.4,Medianet,MASTERCARD,PAGADA,Ventas
FAC-000264,TXN-202407-0264,2024-07-28,Inmobiliaria Ródenas y asociados S.A.,9404957762538,46.17,6.92,53.09,PayPhone,VISA,PAGADA,E-commerce
FAC-000265,TXN-202407-0265,2024-07-10,Antón y Vallés S.L.,4676691953016,380.43,57.06,437.49,Medianet,VISA,PAGADA,E-commerce
FAC-000266,TXN-202407-0266,2024-07-14,Infraestructuras del Noroeste S.A.,4672861746859,755.1,113.27,868.37,Medianet,VISA,PAGADA,Ventas
FAC-000267,TXN-202407-0267,2024-07-01,Hnos Santamaría S.Coop.,1126297611662,27.15,4.07,31.22,PayPhone,VISA,PAGADA,Ventas
FAC-000268,TXN-202407-0268,2024-07-12,Restauración CJDZ S.A.,7966034982468,69.21,10.38,79.59,Datafast,MASTERCARD,PAGADA,Ventas
FAC-000269,TXN-202407-0269,2024-07-26,Bernardino Pedrero Nicolás S.Com.,8667016562774,306.94,46.04,352.98,Datafast,DINERS,PAGADA,Ventas
FAC-000270,TXN-202407-0270,2024-07-05,Supermercados Noriega & Asociados S.L.,1521572312524,323.78,48.57,372.35,Datafast,VISA,PAGADA,POS
FAC-000271,TXN-202407-0271,2024-07-07,Farmaceútica YVS S.Com.,3235256008589,476.1,71.41,547.51,Datafast,MASTERCARD,PAGADA,E-commerce
FAC-000272,TXN-202407-0272,2024-07-10,Mate & Asociados S.L.,4996172150520,11.6,1.74,13.34,Medianet,MASTERCARD,PAGADA,Ventas
FAC-000273,TXN-202407-0273,2024-07-15,Castro & Asociados S.Com.,9053531318456,56.12,8.42,64.54,Datafast,VISA,PAGADA,Ventas
FAC-000274,TXN-202407-0274,2024-07-17,Ariel Delgado Collado S.A.,1259934232210,75.57,11.33,86.9,Datafast,AMEX,PAGADA,POS
FAC-000275,TXN-202407-0275,2024-07-08,Alejo Palacio Zorrilla S.Com.,8712944314140,44.44,6.67,51.11,Datafast,VISA,PAGADA,Ventas
FAC-000276,TXN-202407-0276,2024-07-03,Distribuciones del Levante S.Coop.,7878343779824,67.91,10.19,78.1,Datafast,MASTERCARD,PAGADA,POS
FAC-000277,TXN-202407-0277,2024-07-28,Inversiones Perales y asociados S.A.,1521168231379,5.68,0.85,6.53,Medianet,MASTERCARD,PAGADA,E-commerce
FAC-000278,TXN-202407-0278,2024-07-12,Uría y Segarra S.C.P,8281810096242,53.09,7.96,61.05,Datafast,VISA,PAGADA,Ventas
FAC-000279,TXN-202407-0279,2024-07-24,Grupo Ros S.A.,6257896355877,351.33,52.7,404.03,Datafast,MASTERCARD,PAGADA,POS
FAC-000280,TXN-202407-0280,2024-07-27,Instalaciones del Norte S.Coop.,4652634888237,46.27,6.94,53.21,Datafast,VISA,PAGADA,POS
FAC-000281,TXN-202407-0281,2024-07-03,Juárez y asociados S.A.,9025442253511,365.94,54.89,420.83,Datafast,MASTERCARD,PAGADA,E-commerce
FAC-000282,TXN-202407-0282,2024-07-07,Comercializadora JRD S.L.L.,6988280503455,7.21,1.08,8.29,Medianet,VISA,PAGADA,POS
FAC-000283,TXN-202407-0283,2024-07-16,Rosselló y Clemente S.L.N.E,3988287204767,57.53,8.63,66.16,Datafast,VISA,PAGADA,Ventas
FAC-000284,TXN-202407-0284,2024-07-02,Minería NC S.Com.,6566082887458,60.57,9.09,69.66,Datafast,MASTERCARD,PAGADA,E-commerce
FAC-000285,TXN-202407-0285,2024-07-24,Fábrica Bayo S.Com.,6712075313685,62.36,9.35,71.71,Datafast,VISA,PAGADA,Ventas
FAC-000286,TXN-202407-0286,2024-07-16,Menéndez y asociados S.Com.,8731526210741,1513.49,227.02,1740.51,PayPhone,VISA,PAGADA,Ventas
FAC-000287,TXN-202407-0287,2024-07-03,Construcción Carmona & Asociados S.L.L.,4243010614452,335.1,50.27,385.37,PayPhone,MASTERCARD,PAGADA,Ventas
FAC-000288,TXN-202407-0288,2024-07-03,Comercializadora Marín y asociados S.L.,8596457443319,25.3,3.79,29.09,Medianet,AMEX,PAGADA,POS
FAC-000289,TXN-202407-0289,2024-07-23,Salinas y Pérez S.Com.,8871153334972,225.19,33.78,258.97,Medianet,VISA,PAGADA,E-commerce
FAC-000290,TXN-202407-0290,2024-07-14,Familia Rico S.A.U,8969701003434,198.32,29.75,228.07,Datafast,VISA,PAGADA,POS
FAC-000291,TXN-202407-0291,2024-07-13,Fábrica ZFM S.L.,4899758586188,48.12,7.22,55.34,Medianet,MASTERCARD,PAGADA,Ventas
FAC-000292,TXN-202407-0292,2024-07-28,Perla Ayuso Redondo S.L.,7417860215992,6.38,0.96,7.34,Medianet,MASTERCARD,PAGADA,Ventas
FAC-000293,TXN-202407-0293,2024-07-21,Soluciones Puerta y asociados S.Coop.,7394376382749,19.74,2.96,22.7,Medianet,VISA,PAGADA,Ventas
FAC-000294,TXN-202407-0294,2024-07-15,Banco VW S.A.,1533122239548,14.36,2.15,16.51,Datafast,DINERS,PAGADA,Ventas
FAC-000295,TXN-202407-0295,2024-07-13,Restauración Globales S.Coop.,1570473148368,262.93,39.44,302.37,Datafast,MASTERCARD,PAGADA,E-commerce
FAC-000296,TXN-202407-0296,2024-07-16,Familia Cal S.A.,6947774070366,52.33,7.85,60.18,Medianet,VISA,PAGADA,E-commerce
FAC-000297,TXN-202407-0297,2024-07-15,Alimentación Iriarte y asociados S.L.N.E,6256007622821,21.32,3.2,24.52,Datafast,MASTERCARD,PAGADA,E-commerce
FAC-000298,TXN-202407-0298,2024-07-04,Familia Mateo S.Coop.,3382193868278,1502.61,225.39,1728.0,PayPhone,VISA,PAGADA,E-commerce
FAC-000299,TXN-202407-0299,2024-07-03,Minería WRBC S.L.,4372643933045,232.13,34.82,266.95,PayPhone,VISA,PAGADA,POS
FAC-000300,TXN-202407-0300,2024-07-18,Neira y Villaverde S.A.,9296920666048,328.7,49.31,378.01,PayPhone,DINERS,PAGADA,E-commerce
FAC-000301,TXN-202407-0301,2024-07-23,Hnos Barral S.A.,5531234435849,50.63,7.59,58.22,Datafast,VISA,PAGADA,POS
FAC-000302,TXN-202407-0302,2024-07-26,Familia Andres S.Coop.,8111846512421,68.59,10.29,78.88,Datafast,VISA,PAGADA,Ventas
FAC-000303,TXN-202407-0303,2024-07-15,Grupo Macías S.A.,1363781704836,41.67,6.25,47.92,Datafast,VISA,PAGADA,Ventas
FAC-000304,TXN-202407-0304,2024-07-23,Gracia y Cabanillas S.Com.,4281165955859,30.31,4.55,34.86,Datafast,AMEX,PAGADA,Ventas
FAC-000305,TXN-202407-0305,2024-07-05,Restauración AEKH S.Com.,4321937931363,41.84,6.28,48.12,Datafast,VISA,PAGADA,E-commerce
FAC-000306,TXN-202407-0306,2024-07-29,Grupo Fajardo S.L.,9865972767687,195.39,29.31,224.7,Medianet,VISA,PAGADA,Ventas
FAC-000307,TXN-202407-0307,2024-07-30,Familia Ramírez S.L.N.E,7075935861341,1375.26,206.29,1581.55,Medianet,VISA,PAGADA,POS
FAC-000308,TXN-202407-0308,2024-07-30,Hnos Gonzalez S.L.,7249195380884,14.91,2.24,17.15,PayPhone,MASTERCARD,PAGADA,POS
FAC-000309,TXN-202407-0309,2024-07-03,Despacho DO S.Com.,3267233990761,22.87,3.43,26.3,Datafast,DINERS,PAGADA,E-commerce
FAC-000310,TXN-202407-0310,2024-07-20,Promociones Sanjuan S.L.,5600111391548,45.11,6.77,51.88,Datafast,DINERS,PAGADA,Ventas
FAC-000311,TXN-202407-0311,2024-07-06,Transportes Cifuentes & Asociados S.Coop.,1044236479214,281.63,42.24,323.87,Datafast,MASTERCARD,PAGADA,POS
FAC-000312,TXN-202407-0312,2024-07-02,Finanzas Muñoz S.A.,8490108616479,64.6,9.69,74.29,Medianet,AMEX,PAGADA,Ventas
FAC-000313,TXN-202407-0313,2024-07-07,Restauración Bernat y asociados S.L.,1249915738067,166.23,24.93,191.16,Datafast,DINERS,PAGADA,Ventas
FAC-000314,TXN-202407-0314,2024-07-10,Alimentación Segovia S.L.,8896736720961,45.25,6.79,52.04,Datafast,MASTERCARD,PAGADA,POS
FAC-000315,TXN-202407-0315,2024-07-10,Restauración HY S.Coop.,1523726432058,319.74,47.96,367.7,PayPhone,VISA,PAGADA,Ventas
FAC-000316,TXN-202407-0316,2024-07-07,Instalaciones Falcón y asociados S.L.N.E,5999724597155,35.93,5.39,41.32,Datafast,VISA,PAGADA,E-commerce
FAC-000317,TXN-202407-0317,2024-07-28,Bonilla & Asociados S.A.,9779327701154,337.7,50.66,388.36,Medianet,VISA,PAGADA,E-commerce
FAC-000318,TXN-202407-0318,2024-07-11,Villalonga & Asociados S.Com.,9691773260968,40.97,6.15,47.12,PayPhone,VISA,PAGADA,E-commerce
FAC-000319,TXN-202407-0319,2024-07-10,Comercial Gibert S.Com.,5368888610859,10.66,1.6,12.26,Datafast,VISA,PAGADA,Ventas
FAC-000320,TXN-202407-0320,2024-07-27,Distribuciones Castellana S.L.N.E,7035867943364,2396.33,359.45,2755.78,PayPhone,VISA,PAGADA,Ventas
FAC-000321,TXN-202407-0321,2024-07-17,Talleres Bilbao S.A.,4470263276765,14.74,2.21,16.95,PayPhone,MASTERCARD,PAGADA,Ventas
FAC-000322,TXN-202407-0322,2024-07-17,Industrias NNGP S.C.P,8664587669494,65.99,9.9,75.89,Datafast,VISA,PAGADA,E-commerce
FAC-000323,TXN-202407-0323,2024-07-16,Manufacturas Iberia S.Coop.,6615534745024,7.64,1.15,8.79,PayPhone,VISA,PAGADA,POS
FAC-000324,TXN-202407-0324,2024-07-28,Inversiones Lasa S.A.,1353772908489,39.35,5.9,45.25,PayPhone,MASTERCARD,PAGADA,Ventas
FAC-000325,TXN-202407-0325,2024-07-12,Grupo Falcón S.L.,6053945037548,348.54,52.28,400.82,Datafast,AMEX,PAGADA,Ventas
FAC-000326,TXN-202407-0326,2024-07-03,Instalaciones Internacionales S.L.,1478053833856,40.43,6.06,46.49,Datafast,MASTERCARD,PAGADA,POS
FAC-000327,TXN-202407-0327,2024-07-22,Martí y Perez S.C.P,8432913696480,68.85,10.33,79.18,Medianet,MASTERCARD,PAGADA,Ventas
FAC-000328,TXN-202407-0328,2024-07-11,Arjona y Amador S.L.,9940737304150,56.19,8.43,64.62,Datafast,DINERS,PAGADA,Ventas
FAC-000329,TXN-202407-0329,2024-07-17,Hnos Nebot S.Coop.,5932405102658,37.55,5.63,43.18,PayPhone,MASTERCARD,PAGADA,E-commerce
FAC-000330,TXN-202407-0330,2024-07-15,Inversiones del Sur S.A.,3987963346746,35.24,5.29,40.53,Datafast,VISA,PAGADA,POS
FAC-000331,TXN-202407-0331,2024-07-06,Inversiones Blazquez S.Com.,4466033273997,44.33,6.65,50.98,Medianet,MASTERCARD,PAGADA,E-commerce
FAC-000332,TXN-202407-0332,2024-07-27,Tapia y asociados S.Coop.,4315920941010,26.29,3.94,30.23,PayPhone,MASTERCARD,PAGADA,E-commerce
FAC-000333,TXN-202407-0333,2024-07-12,Restauración Ibérica S.Com.,3276078195164,57.55,8.63,66.18,Medianet,MASTERCARD,PAGADA,POS
FAC-000334,TXN-202407-0334,2024-07-24,Artemio Vallés Castro S.L.,7649779738330,360.56,54.08,414.64,Medianet,DINERS,PAGADA,E-commerce
FAC-000335,TXN-202407-0335,2024-07-25,Arranz y Palomo S.A.T.,6414435754789,47.1,7.07,54.17,Medianet,MASTERCARD,PAGADA,Ventas
FAC-000336,TXN-202407-0336,2024-07-21,Peiró & Asociados S.Com.,3650526027068,131.84,19.78,151.62,Medianet,MASTERCARD,PAGADA,Ventas
FAC-000337,TXN-202407-0337,2024-07-02,Desarrollo Españolas S.L.N.E,7056707181292,48.74,7.31,56.05,Medianet,AMEX,PAGADA,E-commerce
FAC-000338,TXN-202407-0338,2024-07-05,Comercializadora Romero y asociados S.Coop.,4061391237745,24.81,3.72,28.53,PayPhone,VISA,PAGADA,Ventas
FAC-000339,TXN-202407-0339,2024-07-28,Juanita Pujol Navas S.L.L.,8698413376870,405.76,60.86,466.62,Medianet,VISA,PAGADA,POS
FAC-000340,TXN-202407-0340,2024-07-22,Comercial CDIO S.Coop.,5280791065106,40.93,6.14,47.07,Medianet,MASTERCARD,PAGADA,POS
FAC-000341,TXN-202407-0341,2024-07-11,Finanzas DOI S.L.,4407078384784,63.83,9.58,73.41,Medianet,VISA,PAGADA,E-commerce
FAC-000342,TXN-202407-0342,2024-07-23,Construcción Bou & Asociados S.L.,7530348573654,304.51,45.68,350.19,Datafast,MASTERCARD,PAGADA,Ventas
FAC-000343,TXN-202407-0343,2024-07-08,Alimentación NQKO S.Coop.,9804492728090,40.75,6.11,46.86,Medianet,VISA,PAGADA,Ventas
FAC-000344,TXN-202407-0344,2024-07-16,Banco IEB S.L.,3417883643167,248.16,37.22,285.38,Medianet,MASTERCARD,PAGADA,E-commerce
FAC-000345,TXN-202407-0345,2024-07-19,Garzón y asociados S.Com.,7659844408895,174.67,26.2,200.87,Medianet,DINERS,PAGADA,E-commerce
FAC-000346,TXN-202407-0346,2024-07-25,Hermanos Almansa S.Com.,8530320756052,26.86,4.03,30.89,Medianet,AMEX,PAGADA,Ventas
FAC-000347,TXN-202407-0347,2024-07-15,Alimentación Sales S.L.N.E,6499015230299,196.06,29.41,225.47,Datafast,VISA,PAGADA,E-commerce
FAC-000348,TXN-202407-0348,2024-07-30,Salvà & Asociados S.A.,9496633092356,39.47,5.92,45.39,Datafast,VISA,PAGADA,Ventas
FAC-000349,TXN-202407-0349,2024-07-08,Restauración Globales S.A.,5540307991540,283.89,42.58,326.47,Medianet,VISA,PAGADA,E-commerce
FAC-000350,TXN-202407-0350,2024-07-14,Grupo Campillo S.L.,3373201295318,88.74,13.31,102.05,Medianet,MASTERCARD,PAGADA,Ventas
